order_id,timestamp,city,restaurant_id,cuisine,order_value,delivery_time_min,surge_applied
ORD145433,2025-03-20T16:40:00,Mumbai,R0531,Fast Food,585,70,0
ORD152928,2025-03-20T16:40:00,Mumbai,R0529,Biryani,1157,32,0
ORD153183,2025-03-20T16:41:00,Hyderabad,R0644,Fast Food,879,20,0
ORD176015,2025-03-20T16:41:00,Delhi,R0646,North Indian,390,86,0
ORD185892,2025-03-20T16:52:00,Bangalore,R0121,Continental,435,35,0
ORD101558,2025-03-20T16:52:00,Mumbai,R0684,Chinese,140,19,0
ORD161866,2025-03-20T16:52:00,Chennai,R0528,Desserts,1197,39,0
ORD185733,2025-03-20T17:04:00,Delhi,R0648,Continental,676,66,1
ORD194123,2025-03-20T17:11:00,Kolkata,R0545,Fast Food,1426,13,0
ORD119566,2025-03-20T17:38:00,Delhi,R0117,Fast Food,158,36,0
ORD152101,2025-03-20T17:38:00,Mumbai,R0620,Biryani,1292,11,0
ORD129829,2025-03-20T17:54:00,Hyderabad,R0233,Fast Food,111,80,0
ORD129743,2025-03-20T17:54:00,Delhi,R0574,Chinese,1261,73,0
ORD127508,2025-03-20T17:54:00,Pune,R0097,Chinese,501,48,0
ORD162185,2025-03-20T18:28:00,Mumbai,R0601,North Indian,103,20,0
ORD130634,2025-03-20T18:28:00,Mumbai,R0276,Chinese,782,71,0
ORD167610,2025-03-20T18:28:00,Bangalore,R0573,Continental,118,34,0
ORD196382,2025-03-20T18:28:00,Mumbai,R0067,Continental,998,80,0
ORD172432,2025-03-20T18:45:00,Chennai,R0656,Chinese,305,14,0
ORD161438,2025-03-20T18:45:00,Delhi,R0746,Fast Food,335,24,1
ORD160476,2025-03-20T18:45:00,Chennai,R0393,Chinese,951,35,0
ORD144650,2025-03-20T19:11:00,Mumbai,R0400,Fast Food,1300,74,0
ORD111255,2025-03-20T19:32:00,Hyderabad,R0717,Fast Food,454,24,0
ORD141035,2025-03-20T19:32:00,Mumbai,R0060,South Indian,738,18,0
ORD124621,2025-03-20T19:32:00,Delhi,R0267,Italian,1133,11,0
ORD156202,2025-03-20T19:32:00,Hyderabad,R0049,Fast Food,936,89,0
ORD198187,2025-03-20T19:32:00,Hyderabad,R0630,North Indian,1131,90,0
ORD127470,2025-03-20T19:48:00,Pune,R0439,North Indian,1536,60,0
ORD157498,2025-03-20T19:48:00,Bangalore,R0252,Continental,1322,31,0
ORD158978,2025-03-20T19:48:00,Delhi,R0565,Beverages,386,50,0
ORD173196,2025-03-20T19:55:00,Mumbai,R0757,Biryani,913,72,0
ORD103945,2025-03-20T19:55:00,Chennai,R0012,Italian,1178,77,0
ORD149112,2025-03-20T19:55:00,Delhi,R0525,Fast Food,787,31,0
ORD118212,2025-03-20T20:29:00,Hyderabad,R0409,Beverages,426,24,0
ORD175695,2025-03-20T21:09:00,Kolkata,R0264,Fast Food,529,81,0
ORD116822,2025-03-20T21:33:00,Kolkata,R0483,Italian,1597,50,0
ORD140051,2025-03-20T21:33:00,Delhi,R0792,Fast Food,1104,55,0
ORD101268,2025-03-20T22:14:00,Hyderabad,R0223,North Indian,204,49,0
ORD165509,2025-03-20T22:14:00,Delhi,R0756,Desserts,709,80,0
ORD199382,2025-03-20T22:14:00,Kolkata,R0313,Desserts,355,65,1
ORD146486,2025-03-20T22:58:00,Mumbai,R0409,South Indian,998,29,1
ORD198289,2025-03-20T23:10:00,Chennai,R0162,Italian,1010,88,0
ORD129555,2025-03-20T23:10:00,Chennai,R0754,Italian,1359,37,0
ORD154938,2025-03-20T23:35:00,Pune,R0503,North Indian,1073,30,1
ORD155799,2025-03-20T23:35:00,Pune,R0549,Italian,792,17,0
ORD152870,2025-03-20T23:35:00,Hyderabad,R0740,Continental,744,11,0
ORD170464,2025-03-20T23:44:00,Delhi,R0711,Fast Food,642,58,0
ORD139274,2025-03-20T23:44:00,Delhi,R0064,Fast Food,767,41,1
ORD142739,2025-03-20T23:44:00,Mumbai,R0620,Fast Food,1282,68,1
ORD176933,2025-03-20T23:57:00,Bangalore,R0258,Beverages,475,48,0
ORD103046,2025-03-21T00:38:00,Mumbai,R0682,Biryani,200,44,0
ORD174393,2025-03-21T00:38:00,Kolkata,R0409,Desserts,1250,15,0
ORD104221,2025-03-21T00:57:00,Chennai,R0236,Continental,1025,34,0
ORD118236,2025-03-21T00:57:00,Kolkata,R0413,Fast Food,1598,73,1
ORD120144,2025-03-21T00:57:00,Delhi,R0343,Biryani,1095,23,0
ORD193458,2025-03-21T00:57:00,Hyderabad,R0359,North Indian,721,40,1
ORD174473,2025-03-21T01:00:00,Mumbai,R0025,Chinese,634,89,0
ORD182554,2025-03-21T01:00:00,Kolkata,R0203,North Indian,1422,51,0
ORD179036,2025-03-21T01:07:00,Delhi,R0309,North Indian,189,13,0
ORD179670,2025-03-21T01:09:00,Hyderabad,R0373,Fast Food,1328,38,0
ORD175219,2025-03-21T01:09:00,Bangalore,R0254,North Indian,898,63,1
ORD151234,2025-03-21T01:33:00,Bangalore,R0215,South Indian,1387,44,1
ORD149980,2025-03-21T01:33:00,Hyderabad,R0373,Desserts,1472,13,0
ORD126765,2025-03-21T01:36:00,Bangalore,R0152,Biryani,536,14,0
ORD151201,2025-03-21T01:36:00,Bangalore,R0708,South Indian,552,23,1
ORD108350,2025-03-21T01:41:00,Delhi,R0118,Biryani,1498,33,0
ORD170056,2025-03-21T01:49:00,Mumbai,R0346,Italian,244,69,0
ORD150650,2025-03-21T01:49:00,Mumbai,R0182,Fast Food,796,50,0
ORD124685,2025-03-21T01:59:00,Mumbai,R0247,South Indian,436,67,1
ORD162230,2025-03-21T01:59:00,Hyderabad,R0695,Fast Food,1154,70,0
ORD114239,2025-03-21T02:06:00,Chennai,R0460,North Indian,138,71,0
ORD143101,2025-03-21T02:47:00,Mumbai,R0038,South Indian,1025,48,0
ORD174647,2025-03-21T02:53:00,Bangalore,R0083,Chinese,1188,26,0
ORD159183,2025-03-21T02:53:00,Hyderabad,R0384,Italian,494,15,0
ORD183755,2025-03-21T02:53:00,Mumbai,R0523,Continental,342,38,0
ORD139930,2025-03-21T02:53:00,Delhi,R0542,Italian,1582,65,1
ORD112221,2025-03-21T03:15:00,Delhi,R0542,Biryani,836,70,0
ORD122468,2025-03-21T03:29:00,Hyderabad,R0475,North Indian,1578,33,1
ORD113672,2025-03-21T03:57:00,Delhi,R0629,South Indian,977,84,1
ORD188458,2025-03-21T03:57:00,Kolkata,R0484,Desserts,1034,82,0
ORD172470,2025-03-21T03:57:00,Delhi,R0429,Italian,845,15,0
ORD196569,2025-03-21T03:57:00,Delhi,R0420,Biryani,981,45,0
ORD104202,2025-03-21T03:57:00,Pune,R0131,Continental,1434,75,1
ORD179084,2025-03-21T05:17:00,Bangalore,R0388,Biryani,1429,64,1
ORD164043,2025-03-21T05:17:00,Delhi,R0087,Italian,1583,54,0
ORD191229,2025-03-21T05:17:00,Mumbai,R0109,North Indian,747,79,0
ORD124470,2025-03-21T05:36:00,Mumbai,R0008,Biryani,125,33,0
ORD126083,2025-03-21T05:36:00,Mumbai,R0588,North Indian,1583,66,1
ORD109108,2025-03-21T06:31:00,Pune,R0048,Chinese,795,40,0
ORD150579,2025-03-21T06:31:00,Delhi,R0370,Italian,860,46,0
ORD137200,2025-03-21T06:31:00,Mumbai,R0244,North Indian,224,29,0
ORD126986,2025-03-21T06:31:00,Bangalore,R0287,Chinese,683,84,1
ORD130544,2025-03-21T06:35:00,Hyderabad,R0751,Continental,1271,85,0
ORD138155,2025-03-21T06:37:00,Mumbai,R0463,North Indian,414,34,0
ORD186451,2025-03-21T06:37:00,Mumbai,R0763,Fast Food,231,12,0
ORD168733,2025-03-21T06:40:00,Pune,R0266,Continental,1269,66,0
ORD109172,2025-03-21T07:48:00,Mumbai,R0059,Biryani,125,24,0
ORD159593,2025-03-21T07:54:00,Bangalore,R0055,Continental,1278,32,0
ORD107530,2025-03-21T08:39:00,Pune,R0662,Fast Food,1282,81,0
ORD148319,2025-03-21T09:02:00,Hyderabad,R0203,Fast Food,1040,46,0
ORD167964,2025-03-21T09:04:00,Pune,R0151,North Indian,220,54,0
ORD101447,2025-03-21T09:47:00,Pune,R0534,Chinese,428,89,0
ORD122521,2025-03-21T09:47:00,Delhi,R0283,Continental,1549,49,0
ORD198721,2025-03-21T10:27:00,Hyderabad,R0179,Fast Food,158,89,0
ORD197974,2025-03-21T10:27:00,Delhi,R0517,Fast Food,938,20,0
ORD151262,2025-03-21T10:37:00,Kolkata,R0505,North Indian,665,12,0
ORD189961,2025-03-21T10:40:00,Delhi,R0584,Chinese,1307,28,0
ORD114515,2025-03-21T10:40:00,Delhi,R0586,South Indian,435,83,0
ORD116926,2025-03-21T10:45:00,Bangalore,R0056,Fast Food,1121,63,0
ORD170313,2025-03-21T10:45:00,Delhi,R0770,North Indian,1380,81,0
ORD154842,2025-03-21T10:53:00,Chennai,R0229,North Indian,1074,70,0
ORD162685,2025-03-21T11:01:00,Mumbai,R0306,Biryani,132,85,1
ORD109012,2025-03-21T11:15:00,Hyderabad,R0425,North Indian,1582,67,0
ORD150986,2025-03-21T11:15:00,Chennai,R0036,Chinese,122,35,1
ORD127063,2025-03-21T11:17:00,Kolkata,R0479,North Indian,817,87,1
ORD117030,2025-03-21T11:27:00,Delhi,R0025,North Indian,255,90,0
ORD126958,2025-03-21T11:31:00,Chennai,R0058,Italian,352,37,0
ORD140600,2025-03-21T11:31:00,Delhi,R0628,North Indian,843,21,0
ORD156649,2025-03-21T11:41:00,Pune,R0592,Chinese,740,21,1
ORD187135,2025-03-21T11:59:00,Hyderabad,R0543,North Indian,105,27,0
ORD188939,2025-03-21T12:17:00,Mumbai,R0515,Fast Food,196,13,0
ORD120811,2025-03-21T12:34:00,Kolkata,R0130,Fast Food,174,82,0
ORD198895,2025-03-21T12:38:00,Delhi,R0712,Chinese,1342,12,0
ORD175378,2025-03-21T12:48:00,Bangalore,R0679,Desserts,657,30,0
ORD140673,2025-03-21T12:48:00,Chennai,R0048,Fast Food,336,83,0
ORD177003,2025-03-21T12:52:00,Mumbai,R0597,Fast Food,813,16,0
ORD126604,2025-03-21T12:52:00,Delhi,R0504,Fast Food,221,82,1
ORD193774,2025-03-21T13:05:00,Bangalore,R0554,Fast Food,547,77,1
ORD160156,2025-03-21T13:05:00,Delhi,R0470,Italian,1181,32,0
ORD136102,2025-03-21T13:10:00,Mumbai,R0344,Continental,853,21,0
ORD126437,2025-03-21T13:10:00,Delhi,R0231,Biryani,555,42,0
ORD100975,2025-03-21T13:10:00,Delhi,R0795,Fast Food,1080,82,0
ORD118702,2025-03-21T13:10:00,Hyderabad,R0741,Italian,1011,10,0
ORD158422,2025-03-21T13:14:00,Delhi,R0524,Beverages,620,14,0
ORD108384,2025-03-21T13:14:00,Mumbai,R0333,Chinese,359,53,1
ORD152328,2025-03-21T13:22:00,Delhi,R0220,Biryani,532,77,0
ORD179278,2025-03-21T13:22:00,Chennai,R0539,Fast Food,147,39,0
ORD132353,2025-03-21T13:32:00,Mumbai,R0148,North Indian,117,82,1
ORD168925,2025-03-21T14:02:00,Hyderabad,R0626,Fast Food,936,57,0
ORD143108,2025-03-21T14:02:00,Bangalore,R0757,Fast Food,343,23,0
ORD174609,2025-03-21T14:02:00,Bangalore,R0628,Biryani,377,47,0
ORD164350,2025-03-21T14:02:00,Delhi,R0469,North Indian,426,84,0
ORD160319,2025-03-21T14:11:00,Chennai,R0627,Continental,466,23,0
ORD189467,2025-03-21T14:11:00,Pune,R0565,North Indian,1347,72,0
ORD175514,2025-03-21T14:11:00,Delhi,R0048,Italian,138,78,0
ORD105122,2025-03-21T14:21:00,Pune,R0296,Continental,1185,56,0
ORD111941,2025-03-21T14:21:00,Delhi,R0635,Fast Food,446,55,0
ORD137737,2025-03-21T14:43:00,Pune,R0727,Continental,1513,64,0
ORD184711,2025-03-21T14:57:00,Mumbai,R0797,Biryani,1128,17,0
ORD159809,2025-03-21T15:20:00,Delhi,R0500,Fast Food,1094,27,0
ORD192951,2025-03-21T15:20:00,Pune,R0190,Fast Food,318,66,1
ORD138987,2025-03-21T15:20:00,Mumbai,R0444,Chinese,906,41,1
ORD151260,2025-03-21T15:22:00,Bangalore,R0233,Biryani,1507,35,0
ORD180350,2025-03-21T15:22:00,Mumbai,R0588,North Indian,863,71,0
ORD122954,2025-03-21T15:22:00,Pune,R0643,North Indian,958,63,0
ORD154401,2025-03-21T15:26:00,Hyderabad,R0155,Continental,572,21,0
ORD132654,2025-03-21T15:26:00,Chennai,R0340,Chinese,1306,22,0
ORD123537,2025-03-21T15:26:00,Mumbai,R0630,Fast Food,346,36,0
ORD193492,2025-03-21T15:26:00,Chennai,R0577,Fast Food,1104,76,1
ORD156633,2025-03-21T15:33:00,Mumbai,R0729,North Indian,823,81,0
ORD160008,2025-03-21T15:33:00,Kolkata,R0465,North Indian,466,49,0
ORD194664,2025-03-21T15:33:00,Delhi,R0105,North Indian,1188,20,0
ORD186386,2025-03-21T15:38:00,Chennai,R0597,North Indian,342,31,0
ORD124044,2025-03-21T15:38:00,Delhi,R0232,Italian,533,57,0
ORD174529,2025-03-21T15:38:00,Mumbai,R0201,Continental,494,40,0
ORD112521,2025-03-21T15:57:00,Chennai,R0601,Fast Food,1513,59,0
ORD151583,2025-03-21T15:57:00,Delhi,R0128,North Indian,307,33,0
ORD105723,2025-03-21T15:57:00,Pune,R0731,North Indian,651,86,0
ORD131417,2025-03-21T16:22:00,Bangalore,R0006,Chinese,1481,18,1
ORD120700,2025-03-21T16:51:00,Delhi,R0546,Desserts,897,75,0
ORD135884,2025-03-21T16:51:00,Bangalore,R0642,Italian,591,55,0
ORD182324,2025-03-21T16:52:00,Kolkata,R0323,Continental,597,31,0
ORD170482,2025-03-21T16:52:00,Chennai,R0573,South Indian,1091,48,0
ORD138258,2025-03-21T17:28:00,Kolkata,R0161,South Indian,1202,40,0
ORD187380,2025-03-21T17:55:00,Kolkata,R0296,North Indian,1383,83,1
ORD108748,2025-03-21T18:06:00,Bangalore,R0795,North Indian,136,29,0
ORD128476,2025-03-21T18:40:00,Pune,R0196,Desserts,238,32,0
ORD164682,2025-03-21T18:40:00,Delhi,R0702,Chinese,1151,82,0
ORD194833,2025-03-21T18:51:00,Kolkata,R0587,Biryani,592,27,0
ORD172459,2025-03-21T19:13:00,Mumbai,R0476,Italian,195,71,0
ORD115889,2025-03-21T19:13:00,Delhi,R0587,Beverages,1300,29,0
ORD148330,2025-03-21T19:23:00,Kolkata,R0389,South Indian,1274,80,0
ORD190201,2025-03-21T19:25:00,Mumbai,R0648,Fast Food,521,58,0
ORD113791,2025-03-21T19:25:00,Delhi,R0241,Italian,341,64,0
ORD166112,2025-03-21T19:25:00,Delhi,R0709,Desserts,1566,40,0
ORD142731,2025-03-21T19:32:00,Mumbai,R0571,Chinese,497,58,0
ORD153752,2025-03-21T19:54:00,Mumbai,R0392,Biryani,1412,46,0
ORD159105,2025-03-21T20:10:00,Delhi,R0485,Fast Food,1107,87,0
ORD121605,2025-03-21T20:45:00,Chennai,R0336,Italian,165,65,1
ORD133130,2025-03-21T20:45:00,Pune,R0692,Beverages,782,81,0
ORD127180,2025-03-21T20:45:00,Delhi,R0162,Fast Food,1262,33,1
ORD166330,2025-03-21T20:45:00,Delhi,R0688,Chinese,477,76,0
ORD105850,2025-03-21T20:47:00,Pune,R0278,North Indian,1212,41,0
ORD160577,2025-03-21T20:54:00,Pune,R0191,Continental,101,66,0
ORD103501,2025-03-21T21:50:00,Hyderabad,R0216,South Indian,728,55,0
ORD109593,2025-03-21T21:50:00,Delhi,R0470,Italian,1069,21,0
ORD183737,2025-03-21T22:19:00,Mumbai,R0234,South Indian,281,41,0
ORD199388,2025-03-21T22:19:00,Mumbai,R0462,Desserts,545,39,0
ORD160542,2025-03-21T22:19:00,Delhi,R0660,Continental,1219,32,0
ORD196959,2025-03-21T22:19:00,Kolkata,R0315,Continental,1381,72,0
ORD145043,2025-03-21T22:33:00,Delhi,R0484,Fast Food,1422,42,1
ORD152342,2025-03-21T22:33:00,Delhi,R0697,North Indian,707,48,0
ORD189185,2025-03-21T22:33:00,Bangalore,R0550,Fast Food,733,52,0
ORD151992,2025-03-21T23:27:00,Bangalore,R0655,Fast Food,438,67,0
ORD104951,2025-03-21T23:27:00,Mumbai,R0030,South Indian,181,12,0
ORD101407,2025-03-22T00:03:00,Pune,R0083,South Indian,773,58,0
ORD197591,2025-03-22T00:03:00,Delhi,R0038,Chinese,1126,50,0
ORD115031,2025-03-22T00:08:00,Mumbai,R0753,Fast Food,1208,78,0
ORD117888,2025-03-22T00:21:00,Mumbai,R0264,Biryani,1031,17,1
ORD142875,2025-03-22T00:21:00,Delhi,R0791,Chinese,1217,32,1
ORD187856,2025-03-22T00:21:00,Hyderabad,R0540,Biryani,1209,37,0
ORD160849,2025-03-22T00:21:00,Pune,R0211,Continental,1124,49,0
ORD192106,2025-03-22T00:21:00,Bangalore,R0068,Fast Food,1296,16,0
ORD160470,2025-03-22T00:54:00,Pune,R0430,Italian,298,89,1
ORD108943,2025-03-22T00:58:00,Pune,R0435,Fast Food,1401,47,1
ORD193095,2025-03-22T01:08:00,Delhi,R0505,South Indian,640,73,0
ORD171883,2025-03-22T01:08:00,Delhi,R0486,Beverages,697,54,0
ORD186117,2025-03-22T01:08:00,Mumbai,R0237,Italian,299,73,0
ORD131757,2025-03-22T01:23:00,Bangalore,R0006,Biryani,825,73,0
ORD157373,2025-03-22T02:14:00,Bangalore,R0531,Continental,976,11,0
ORD118383,2025-03-22T02:18:00,Bangalore,R0544,Biryani,1219,14,0
ORD161707,2025-03-22T02:34:00,Kolkata,R0423,North Indian,997,47,0
ORD136587,2025-03-22T02:47:00,Delhi,R0666,North Indian,663,60,1
ORD121150,2025-03-22T03:16:00,Delhi,R0086,Chinese,1055,77,0
ORD122359,2025-03-22T03:16:00,Delhi,R0088,North Indian,1090,34,1
ORD102367,2025-03-22T03:56:00,Delhi,R0453,Chinese,129,54,0
ORD179559,2025-03-22T03:56:00,Delhi,R0361,Chinese,433,27,0
ORD113174,2025-03-22T04:02:00,Delhi,R0178,Fast Food,935,81,0
ORD123230,2025-03-22T04:02:00,Bangalore,R0460,Fast Food,1543,81,1
ORD138554,2025-03-22T04:02:00,Bangalore,R0067,Fast Food,200,89,0
ORD116272,2025-03-22T04:32:00,Hyderabad,R0398,Desserts,1451,37,0
ORD170078,2025-03-22T04:56:00,Pune,R0643,South Indian,712,32,1
ORD151229,2025-03-22T05:23:00,Chennai,R0457,Biryani,907,15,0
ORD122079,2025-03-22T05:53:00,Delhi,R0004,Fast Food,774,26,0
ORD110169,2025-03-22T06:00:00,Delhi,R0599,Continental,204,56,0
ORD188000,2025-03-22T06:00:00,Mumbai,R0784,South Indian,555,14,0
ORD101469,2025-03-22T06:00:00,Hyderabad,R0652,Biryani,1329,89,1
ORD135815,2025-03-22T06:14:00,Chennai,R0137,Italian,1139,78,0
ORD120119,2025-03-22T06:16:00,Bangalore,R0511,Biryani,635,78,0
ORD157757,2025-03-22T06:26:00,Mumbai,R0045,Continental,217,47,0
ORD146935,2025-03-22T06:38:00,Mumbai,R0158,Italian,890,33,0
ORD123322,2025-03-22T06:38:00,Mumbai,R0218,Italian,1136,49,0
ORD128399,2025-03-22T06:46:00,Bangalore,R0797,Fast Food,833,20,0
ORD104514,2025-03-22T06:46:00,Mumbai,R0186,North Indian,1160,44,0
ORD188479,2025-03-22T06:46:00,Mumbai,R0473,North Indian,860,29,1
ORD169769,2025-03-22T06:54:00,Kolkata,R0056,North Indian,680,29,0
ORD191636,2025-03-22T06:54:00,Delhi,R0407,Continental,463,79,0
ORD157941,2025-03-22T07:02:00,Hyderabad,R0424,Fast Food,1519,24,1
ORD106259,2025-03-22T08:28:00,Kolkata,R0745,Chinese,1296,10,0
ORD183203,2025-03-22T08:28:00,Bangalore,R0772,Fast Food,517,60,0
ORD168534,2025-03-22T08:35:00,Hyderabad,R0501,Desserts,149,87,0
ORD184018,2025-03-22T08:35:00,Pune,R0529,Fast Food,599,65,0
ORD186840,2025-03-22T08:53:00,Hyderabad,R0479,Italian,710,41,0
ORD186512,2025-03-22T08:53:00,Hyderabad,R0452,Italian,774,81,0
ORD199514,2025-03-22T09:06:00,Mumbai,R0270,Italian,598,38,0
ORD151199,2025-03-22T09:06:00,Bangalore,R0725,Continental,807,15,1
ORD140412,2025-03-22T09:11:00,Mumbai,R0099,Biryani,1125,41,0
ORD158194,2025-03-22T09:11:00,Pune,R0550,North Indian,621,34,0
ORD106870,2025-03-22T09:11:00,Pune,R0083,Fast Food,1583,80,0
ORD178407,2025-03-22T09:11:00,Chennai,R0297,Chinese,1546,19,0
ORD195041,2025-03-22T09:39:00,Mumbai,R0247,Fast Food,211,13,0
ORD106378,2025-03-22T09:42:00,Kolkata,R0471,Biryani,1354,79,1
ORD189332,2025-03-22T10:02:00,Mumbai,R0569,Continental,1428,47,0
ORD126442,2025-03-22T10:02:00,Delhi,R0119,Fast Food,783,10,1
ORD193809,2025-03-22T10:02:00,Delhi,R0655,Italian,952,85,0
ORD149105,2025-03-22T10:08:00,Pune,R0024,Continental,862,69,0
ORD131265,2025-03-22T10:51:00,Mumbai,R0787,Biryani,413,44,1
ORD126212,2025-03-22T10:59:00,Mumbai,R0009,North Indian,1508,15,0
ORD111978,2025-03-22T10:59:00,Mumbai,R0445,North Indian,575,45,0
ORD102102,2025-03-22T12:03:00,Pune,R0625,Italian,1266,55,0
ORD155270,2025-03-22T13:29:00,Delhi,R0365,Fast Food,1151,45,0
ORD103662,2025-03-22T13:29:00,Hyderabad,R0611,Fast Food,542,26,0
ORD101908,2025-03-22T13:29:00,Kolkata,R0595,South Indian,1016,70,0
ORD144186,2025-03-22T13:49:00,Chennai,R0413,Biryani,1104,50,0
ORD125185,2025-03-22T13:51:00,Pune,R0316,Continental,884,20,0
ORD187680,2025-03-22T13:51:00,Pune,R0380,South Indian,273,67,0
ORD108280,2025-03-22T13:51:00,Bangalore,R0492,Biryani,396,79,0
ORD191786,2025-03-22T13:51:00,Kolkata,R0670,Continental,1377,43,0
ORD112661,2025-03-22T13:58:00,Mumbai,R0800,Biryani,279,53,0
ORD187046,2025-03-22T14:20:00,Mumbai,R0683,Fast Food,727,68,0
ORD122004,2025-03-22T14:54:00,Hyderabad,R0592,Fast Food,152,73,0
ORD189966,2025-03-22T15:12:00,Chennai,R0434,South Indian,272,61,0
ORD105768,2025-03-22T15:12:00,Mumbai,R0269,Chinese,1307,28,0
ORD190088,2025-03-22T15:12:00,Delhi,R0701,Continental,451,87,0
ORD167174,2025-03-22T15:12:00,Bangalore,R0523,Desserts,274,76,0
ORD114114,2025-03-22T15:24:00,Kolkata,R0450,North Indian,725,84,0
ORD142879,2025-03-22T15:37:00,Kolkata,R0764,Continental,1382,43,0
ORD142294,2025-03-22T15:54:00,Kolkata,R0450,North Indian,101,26,0
ORD173669,2025-03-22T15:54:00,Mumbai,R0043,North Indian,602,62,0
ORD182154,2025-03-22T16:34:00,Bangalore,R0507,North Indian,1533,56,0
ORD124844,2025-03-22T16:34:00,Pune,R0429,Fast Food,632,15,1
ORD181877,2025-03-22T16:34:00,Pune,R0286,South Indian,343,44,0
ORD127147,2025-03-22T16:52:00,Bangalore,R0033,Beverages,397,19,0
ORD171002,2025-03-22T16:52:00,Kolkata,R0280,Continental,1011,38,1
ORD151781,2025-03-22T16:52:00,Pune,R0314,Fast Food,1286,15,0
ORD156083,2025-03-22T16:54:00,Chennai,R0764,Italian,994,43,0
ORD115834,2025-03-22T17:11:00,Pune,R0796,Chinese,868,60,0
ORD130462,2025-03-22T17:22:00,Delhi,R0538,Chinese,1504,61,1
ORD128020,2025-03-22T17:30:00,Kolkata,R0259,Continental,1163,71,0
ORD113878,2025-03-22T17:34:00,Chennai,R0438,Biryani,862,45,0
ORD146737,2025-03-22T17:48:00,Chennai,R0152,Biryani,1385,38,0
ORD142384,2025-03-22T17:51:00,Hyderabad,R0340,Italian,172,81,1
ORD122756,2025-03-22T17:51:00,Hyderabad,R0764,Italian,1153,83,0
ORD101965,2025-03-22T17:53:00,Chennai,R0604,Italian,467,76,0
ORD152709,2025-03-22T17:53:00,Mumbai,R0797,North Indian,1235,66,0
ORD185720,2025-03-22T18:35:00,Pune,R0600,Fast Food,478,23,0
ORD197667,2025-03-22T18:52:00,Delhi,R0454,Biryani,112,90,0
ORD101570,2025-03-22T18:52:00,Delhi,R0048,Biryani,863,86,0
ORD151011,2025-03-22T19:04:00,Hyderabad,R0666,South Indian,233,83,1
ORD127887,2025-03-22T19:04:00,Pune,R0019,Italian,176,23,0
ORD160132,2025-03-22T19:13:00,Chennai,R0032,North Indian,908,35,0
ORD128848,2025-03-22T19:13:00,Chennai,R0139,Beverages,1104,84,0
ORD108652,2025-03-22T19:28:00,Delhi,R0073,Italian,1095,26,0
ORD186240,2025-03-22T19:29:00,Mumbai,R0209,Chinese,334,28,0
ORD136497,2025-03-22T19:34:00,Chennai,R0215,Continental,1212,47,0
ORD185189,2025-03-22T19:34:00,Bangalore,R0571,Chinese,1429,80,0
ORD181777,2025-03-22T19:34:00,Delhi,R0184,Fast Food,973,36,0
ORD148362,2025-03-22T19:34:00,Delhi,R0402,North Indian,367,22,0
ORD105759,2025-03-22T19:42:00,Delhi,R0059,North Indian,226,53,0
ORD108825,2025-03-22T19:46:00,Delhi,R0482,North Indian,728,76,0
ORD193823,2025-03-22T19:46:00,Chennai,R0177,Chinese,632,46,0
ORD199718,2025-03-22T19:46:00,Hyderabad,R0171,Chinese,209,53,0
ORD189870,2025-03-22T20:24:00,Bangalore,R0592,Italian,1221,45,1
ORD178494,2025-03-22T20:34:00,Mumbai,R0381,North Indian,336,26,0
ORD165480,2025-03-22T20:37:00,Hyderabad,R0043,Biryani,603,48,0
ORD113344,2025-03-22T20:50:00,Mumbai,R0617,Continental,575,41,0
ORD170278,2025-03-22T20:50:00,Bangalore,R0647,Fast Food,1222,77,1
ORD174606,2025-03-22T20:50:00,Chennai,R0017,North Indian,1214,70,0
ORD122473,2025-03-22T20:50:00,Mumbai,R0609,North Indian,1484,39,0
ORD133022,2025-03-22T20:51:00,Hyderabad,R0411,Italian,675,14,0
ORD112418,2025-03-22T20:51:00,Chennai,R0727,Fast Food,698,16,1
ORD178625,2025-03-22T21:03:00,Mumbai,R0049,North Indian,517,47,0
ORD142513,2025-03-22T21:03:00,Chennai,R0232,Biryani,868,39,0
ORD182689,2025-03-22T21:51:00,Kolkata,R0548,Fast Food,936,64,1
ORD150930,2025-03-22T22:21:00,Mumbai,R0154,South Indian,1407,26,0
ORD117423,2025-03-22T23:01:00,Delhi,R0035,Italian,737,51,0
ORD143522,2025-03-22T23:29:00,Kolkata,R0271,Italian,273,46,0
ORD122980,2025-03-22T23:32:00,Mumbai,R0492,Biryani,512,15,0
ORD183277,2025-03-22T23:33:00,Mumbai,R0160,Desserts,1591,61,0
ORD141676,2025-03-22T23:42:00,Mumbai,R0318,Beverages,247,37,0
ORD187342,2025-03-22T23:42:00,Chennai,R0200,Fast Food,506,61,0
ORD163193,2025-03-22T23:42:00,Delhi,R0308,Fast Food,161,39,0
ORD108849,2025-03-22T23:47:00,Pune,R0344,Fast Food,177,49,0
ORD143922,2025-03-23T00:11:00,Bangalore,R0739,Fast Food,117,60,0
ORD102313,2025-03-23T00:20:00,Hyderabad,R0311,North Indian,1179,28,0
ORD179761,2025-03-23T00:23:00,Pune,R0300,Desserts,503,11,0
ORD176681,2025-03-23T00:23:00,Pune,R0409,Biryani,258,52,0
ORD158839,2025-03-23T00:25:00,Bangalore,R0791,Continental,505,10,0
ORD189048,2025-03-23T00:25:00,Delhi,R0317,Biryani,122,62,1
ORD166981,2025-03-23T00:25:00,Mumbai,R0286,Biryani,383,14,0
